,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
4,,E08,31817720,3181772,0.1,00:20.8,20287720,2028772,0.1,11:45.1,13507360,1350736,0.1,23:09.4,31817720,0,0,0,20287720,0,0,0,13507360,0,0,0
4,,E09,32238360,3223836,0.1,00:21.0,20471840,2047184,0.1,11:45.3,13578640,1357864,0.1,23:09.6,32238360,0,0,0,20471840,0,0,0,13578640,0,0,0
4,,E10,31973200,3197320,0.1,00:21.2,20344560,2034456,0.1,11:45.5,13485720,1348572,0.1,23:09.8,31973200,0,0,0,20344560,0,0,0,13485720,0,0,0
4,,E11,31588000,3158800,0.1,00:21.4,20181240,2018124,0.1,11:45.7,13373560,1337356,0.1,23:10.0,31588000,0,0,0,20181240,0,0,0,13373560,0,0,0
4,,E12,31585080,3158508,0.1,00:21.6,20191680,2019168,0.1,11:45.9,13354720,1335472,0.1,23:10.1,31585080,0,0,0,20191680,0,0,0,13354720,0,0,0
4,,E13,31301400,3130140,0.1,00:21.8,20003760,2000376,0.1,11:46.1,13211640,1321164,0.1,23:10.3,31301400,0,0,0,20003760,0,0,0,13211640,0,0,0
4,,E14,29560680,2956068,0.1,00:22.0,18928440,1892844,0.1,11:46.3,12607320,1260732,0.1,23:10.5,29560680,0,0,0,18928440,0,0,0,12607320,0,0,0
4,,E15,30215080,3021508,0.1,00:22.1,19432920,1943292,0.1,11:46.5,12956720,1295672,0.1,23:10.7,30215080,0,0,0,19432920,0,0,0,12956720,0,0,0
4,,E16,30280720,3028072,0.1,00:22.3,19239040,1923904,0.1,11:46.7,12769240,1276924,0.1,23:10.9,30280720,0,0,0,19239040,0,0,0,12769240,0,0,0
4,,E17,29984120,2998412,0.1,00:22.5,19137520,1913752,0.1,11:46.9,12788640,1278864,0.1,23:11.1,29984120,0,0,0,19137520,0,0,0,12788640,0,0,0
4,,E18,29865000,2986500,0.1,00:22.7,19144680,1914468,0.1,11:47.1,12740640,1274064,0.1,23:11.3,29865000,0,0,0,19144680,0,0,0,12740640,0,0,0
4,,E19,30110920,3011092,0.1,00:22.9,19219800,1921980,0.1,11:47.3,12759840,1275984,0.1,23:11.5,30110920,0,0,0,19219800,0,0,0,12759840,0,0,0
4,,E20,29854080,2985408,0.1,00:23.1,19188760,1918876,0.1,11:47.5,12733800,1273380,0.1,23:11.7,29854080,0,0,0,19188760,0,0,0,12733800,0,0,0
4,,E21,29687320,2968732,0.1,00:23.3,19039400,1903940,0.1,11:47.6,12707640,1270764,0.1,23:11.9,29687320,0,0,0,19039400,0,0,0,12707640,0,0,0
4,,E22,28838640,2883864,0.1,00:23.5,18456280,1845628,0.1,11:47.8,12236920,1223692,0.1,23:12.1,28838640,0,0,0,18456280,0,0,0,12236920,0,0,0
4,,E23,78680,7868,0.1,00:23.7,47560,4756,0.1,11:48.0,32320,3232,0.1,23:12.3,78680,0,0,0,47560,0,0,0,32320,0,0,0
4,,E24,28483320,2848332,0.1,00:23.9,18355120,1835512,0.1,11:48.2,12195880,1219588,0.1,23:12.5,28483320,0,0,0,18355120,0,0,0,12195880,0,0,0
4,,F01,27760720,2776072,0.1,00:24.3,17705400,1770540,0.1,11:48.7,11760880,1176088,0.1,23:12.9,27760720,0,0,0,17705400,0,0,0,11760880,0,0,0
4,,F02,87560,8756,0.1,00:24.5,55720,5572,0.1,11:48.9,39680,3968,0.1,23:13.1,87560,0,0,0,55720,0,0,0,39680,0,0,0
4,,F03,27884440,2788444,0.1,00:24.7,17864680,1786468,0.1,11:49.0,11916800,1191680,0.1,23:13.3,27884440,0,0,0,17864680,0,0,0,11916800,0,0,0
4,,F04,28464200,2846420,0.1,00:24.9,18253200,1825320,0.1,11:49.2,12142080,1214208,0.1,23:13.5,28464200,0,0,0,18253200,0,0,0,12142080,0,0,0
4,,F05,28652800,2865280,0.1,00:25.1,18310960,1831096,0.1,11:49.4,12163680,1216368,0.1,23:13.7,28652800,0,0,0,18310960,0,0,0,12163680,0,0,0
4,,F06,28836240,2883624,0.1,00:25.3,18415320,1841532,0.1,11:49.6,12216840,1221684,0.1,23:13.9,28836240,0,0,0,18415320,0,0,0,12216840,0,0,0
4,,F07,28864840,2886484,0.1,00:25.5,18364200,1836420,0.1,11:49.8,12190640,1219064,0.1,23:14.0,28864840,0,0,0,18364200,0,0,0,12190640,0,0,0
4,,F08,28921040,2892104,0.1,00:25.7,18383520,1838352,0.1,11:50.0,12205440,1220544,0.1,23:14.3,28921040,0,0,0,18383520,0,0,0,12205440,0,0,0
4,,F09,28723920,2872392,0.1,00:25.9,18325440,1832544,0.1,11:50.2,12172480,1217248,0.1,23:14.4,28723920,0,0,0,18325440,0,0,0,12172480,0,0,0
4,,F10,28938760,2893876,0.1,00:26.0,18459600,1845960,0.1,11:50.4,12296880,1229688,0.1,23:14.6,28938760,0,0,0,18459600,0,0,0,12296880,0,0,0
4,,F11,27541200,2754120,0.1,00:26.3,17443000,1744300,0.1,11:50.6,11527520,1152752,0.1,23:14.8,27541200,0,0,0,17443000,0,0,0,11527520,0,0,0
4,,F12,28551920,2855192,0.1,00:26.4,18212240,1821224,0.1,11:50.8,12108400,1210840,0.1,23:15.0,28551920,0,0,0,18212240,0,0,0,12108400,0,0,0
4,,F13,29121120,2912112,0.1,00:26.6,18589720,1858972,0.1,11:51.0,12325800,1232580,0.1,23:15.2,29121120,0,0,0,18589720,0,0,0,12325800,0,0,0
4,,F14,28800240,2880024,0.1,00:26.8,18341920,1834192,0.1,11:51.2,12207160,1220716,0.1,23:15.4,28800240,0,0,0,18341920,0,0,0,12207160,0,0,0
4,,F15,28926360,2892636,0.1,00:27.0,18450840,1845084,0.1,11:51.4,12272720,1227272,0.1,23:15.6,28926360,0,0,0,18450840,0,0,0,12272720,0,0,0
4,,F16,29220920,2922092,0.1,00:27.2,18508440,1850844,0.1,11:51.5,12273080,1227308,0.1,23:15.8,29220920,0,0,0,18508440,0,0,0,12273080,0,0,0
4,,F17,29331200,2933120,0.1,00:27.4,18668600,1866860,0.1,11:51.7,12423400,1242340,0.1,23:16.0,29331200,0,0,0,18668600,0,0,0,12423400,0,0,0
4,,F18,28435120,2843512,0.1,00:27.6,17817920,1781792,0.1,11:51.9,11706880,1170688,0.1,23:16.2,28435120,0,0,0,17817920,0,0,0,11706880,0,0,0
4,,F19,29505000,2950500,0.1,00:27.8,18828840,1882884,0.1,11:52.1,12539280,1253928,0.1,23:16.4,29505000,0,0,0,18828840,0,0,0,12539280,0,0,0
4,,F20,29125760,2912576,0.1,00:28.0,18608040,1860804,0.1,11:52.3,12357240,1235724,0.1,23:16.6,29125760,0,0,0,18608040,0,0,0,12357240,0,0,0
