,,,PltRpt=1 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=2 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=3 Group=1 US LUM 384 (cps) Yeh(1) De=USLum Ex=N/A Em=N/A Wdw=N/A,,,,PltRpt=1 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=2 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,,PltRpt=3 Calc 1: Crosstalk = Crosstalk correction where Label : US LUM 384 (cps) Yeh(1) channel 1,,,
Plate,Barcode,Well,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,Flashes/Time,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime,CalcResultI,Signal,,MeasTime
1,,C02,400,40,0.1,00:09.9,240,24,0.1,11:35.0,280,28,0.1,22:59.6,400,0,0,0,240,0,0,0,280,0,0,0
1,,C03,22800,2280,0.1,00:10.1,1360,136,0.1,11:35.2,480,48,0.1,22:59.8,22800,0,0,0,1360,0,0,0,480,0,0,0
1,,C04,210400,21040,0.1,00:10.3,171000,17100,0.1,11:35.3,153440,15344,0.1,23:00.0,210400,0,0,0,171000,0,0,0,153440,0,0,0
1,,C05,208880,20888,0.1,00:10.5,166840,16684,0.1,11:35.5,151840,15184,0.1,23:00.2,208880,0,0,0,166840,0,0,0,151840,0,0,0
1,,C06,212600,21260,0.1,00:10.7,164640,16464,0.1,11:35.7,147800,14780,0.1,23:00.3,212600,0,0,0,164640,0,0,0,147800,0,0,0
1,,C07,217320,21732,0.1,00:10.9,168840,16884,0.1,11:35.9,150640,15064,0.1,23:00.5,217320,0,0,0,168840,0,0,0,150640,0,0,0
1,,C08,213680,21368,0.1,00:11.1,171880,17188,0.1,11:36.1,154280,15428,0.1,23:00.7,213680,0,0,0,171880,0,0,0,154280,0,0,0
1,,C09,215480,21548,0.1,00:11.3,176120,17612,0.1,11:36.3,157040,15704,0.1,23:00.9,215480,0,0,0,176120,0,0,0,157040,0,0,0
1,,C10,209760,20976,0.1,00:11.5,172760,17276,0.1,11:36.5,153040,15304,0.1,23:01.1,209760,0,0,0,172760,0,0,0,153040,0,0,0
1,,C11,206080,20608,0.1,00:11.6,173320,17332,0.1,11:36.7,155560,15556,0.1,23:01.3,206080,0,0,0,173320,0,0,0,155560,0,0,0
1,,C12,205240,20524,0.1,00:11.8,170120,17012,0.1,11:36.9,152120,15212,0.1,23:01.5,205240,0,0,0,170120,0,0,0,152120,0,0,0
1,,C13,200520,20052,0.1,00:12.0,167880,16788,0.1,11:37.1,150000,15000,0.1,23:01.7,200520,0,0,0,167880,0,0,0,150000,0,0,0
1,,C14,166040,16604,0.1,00:12.2,141040,14104,0.1,11:37.3,125680,12568,0.1,23:01.9,166040,0,0,0,141040,0,0,0,125680,0,0,0
