Condition,Time,Slope,Y-intercept (log scale),X-intercept,1/slope,R squared,Sy.x,LOD
Lysed (plain_PBS),0.0,0.675751122511535,2.340936959189627,0.0003433998629671626,1.479834759701683,0.9766948296597955,6417.375135982613,31338.96081449887
Lysed (plain_PBS),2.5,0.6848480921790421,2.270397518912147,0.00048396714671324493,1.4601778283680562,0.978814518449655,5596.639842039085,26967.89505533235
Lysed (plain_PBS),5.0,0.6898200107705578,2.240870196136759,0.0005643059823138304,1.4496535101713826,0.9763127490387585,4676.724809070889,22372.78076739817
Lysed (plain_PBS),7.5,0.7047156040630652,2.18500429585598,0.0007933272464964905,1.4190121436710939,0.9887496700434744,3618.7950730325892,16945.87670849821
Lysed (plain_PBS),10.0,0.7190990214881108,2.1224472190557186,0.0011180551024696321,1.3906290651468136,0.9881093458484272,4065.4880305133306,18656.833203486436
Lysed (plain_PBS),12.5,0.7214901044780231,2.1075779099213277,0.0011990962136435492,1.3860203955582602,0.9874548642594212,4488.207464735089,20528.46538254489
Lysed (plain_PBS),15.0,0.7384533453777911,2.040546911976322,0.0017247602401194414,1.354181691042922,0.9872443383632324,5207.549962475504,23271.49708743942
Lysed (plain_PBS),17.5,0.7437877721999694,2.013458924263245,0.0019632057481461435,1.3444695346929516,0.9866826583875198,5454.786062069767,24201.519139777774
Lysed (plain_PBS),20.0,0.7388510776827935,2.0411858895744652,0.0017272349127312606,1.3534527189650039,0.9906328153914579,5765.634531951185,25751.595321631896
Lysed (plain_PBS),22.5,0.7458263748136713,2.0226011767198355,0.0019413650145394298,1.34079463232958,0.986405376513392,6291.846044764077,27839.042234070454
Lysed (plain_PBS),25.0,0.7503987851728143,2.0013960533398456,0.0021522368718791406,1.332624758673754,0.9890794318502758,5875.547126465201,25838.66858589046
Lysed (plain_PBS),27.5,0.7581385264840708,1.973026520690031,0.0024976883278471067,1.319020159333653,0.9888855546190284,6230.0911203335145,27118.132081278112
Lysed (plain_PBS),30.0,0.7692861322148918,1.9327800391904826,0.00307302981306036,1.299906443290285,0.9873521608709944,7105.943062246718,30482.301868485745
Lysed (opt_HBS),0.0,0.7180762857870161,2.3050133495096103,0.0006166177948922884,1.3926096987090915,0.9870454765931639,9754.460741597772,44827.71689360624
Lysed (opt_HBS),2.5,0.716217003011848,2.303468629941552,0.0006079106972631359,1.3962248812786948,0.9856347090891039,10486.909457254984,48318.87690938966
Lysed (opt_HBS),5.0,0.7185849964407098,2.288046252088222,0.0006544859488749372,1.3916238231429727,0.9868745617283068,9571.245114302536,43954.58997007384
Lysed (opt_HBS),7.5,0.7238427486148414,2.2683851339001273,0.0007348364742618222,1.38151553208707,0.9879280719691984,10100.293518085322,46047.250833781654
Lysed (opt_HBS),10.0,0.7324726443060008,2.2347794310555558,0.000889186042299804,1.3652386990472178,0.9886468749468063,7900.7158268788235,35594.99789019836
