Condition,Time,Slope,Y-intercept (log scale),X-intercept,1/slope,R squared,Sy.x,LOD
Lysed (plain_PBS),0.0,0.9729747316247873,1.3616459473022804,0.03985961354293581,1.0277759200694583,0.9836111687278505,7967.073335397629,27021.608220912178
Lysed (plain_PBS),2.5,1.008146270519695,1.1958194983801405,0.06513932521348033,0.9919195549714273,0.983730259423152,6479.22172967943,21208.660224393905
Lysed (plain_PBS),5.0,1.0325169994281544,1.0761015810871224,0.09073775399612931,0.9685070565945514,0.9857114394473455,5600.530480917278,17899.705861756156
Lysed (plain_PBS),7.5,1.034823599035123,1.0422967412871373,0.09835090077284023,0.966348275138301,0.9839791058049491,5327.532627173149,16989.231484538916
Lysed (plain_PBS),10.0,1.0614962759825894,0.9322648594104432,0.13235628791881374,0.9420664232423571,0.9840876714189695,5268.220963790142,16377.946464687002
Lysed (plain_PBS),12.5,1.0663910045646612,0.8953794474012291,0.14466543538538232,0.9377423437740228,0.9814172431626015,5335.480231789734,16510.908934470954
Lysed (plain_PBS),15.0,1.0612131572982793,0.8954103582528692,0.14329760153028578,0.9423177550360188,0.9785394402334358,6257.197563914885,19457.685592108894
Lysed (plain_PBS),17.5,1.0690929162398193,0.8518530357959673,0.15966149332750396,0.9353723935588024,0.9787241012656822,5776.954449493051,17831.892245978208
Lysed (plain_PBS),20.0,1.0815696494413811,0.7992224818444926,0.182411894294396,0.9245821575304827,0.976656274210531,5785.80454447447,17653.190440973594
Lysed (plain_PBS),22.5,1.0844386911515675,0.7671293845948215,0.1961563389739189,0.9221360397406128,0.9730144801976299,5902.022914420025,17960.14452131338
Lysed (plain_PBS),25.0,1.090988897409985,0.738129778169982,0.21058650252077762,0.9165996119428957,0.9717819003962016,5923.681991167436,17917.82722744473
Lysed (plain_PBS),27.5,1.0977102279952289,0.7113990278152635,0.2248664015952545,0.910987230050977,0.971355397242919,6575.477082528545,19767.57965713198
Lysed (plain_PBS),30.0,1.1211120644083272,0.6197631818559115,0.28001990919124264,0.8919714912957923,0.9749662025737598,5489.466254278411,16158.276424113914
Lysed (opt_HBS),0.0,0.777893664147347,2.263914159149766,0.0012293820030433219,1.2855227469889536,0.9907149108061615,11593.57128424493,49182.53869562482
Lysed (opt_HBS),2.5,0.7845827044913668,2.2355355965510486,0.0014147160717254853,1.2745628909170066,0.9910461662387092,11464.50852013986,48220.382503827976
Lysed (opt_HBS),5.0,0.7858857984072624,2.231854601182077,0.001445698411327737,1.272449511146121,0.992506393215583,9768.798173708727,41019.9981200486
Lysed (opt_HBS),7.5,0.781561544925056,2.2407418719392167,0.0013582937474432841,1.2794897682637265,0.9914882792673989,10211.556688191118,43116.42159193235
Lysed (opt_HBS),10.0,0.7814722300108754,2.240825472434897,0.0013569350217648333,1.2796360018910504,0.9918747091825239,11096.78784847317,46859.50247963621
Lysed (opt_HBS),12.5,0.7954302710825693,2.19694528873004,0.001729982212745915,1.2571812217292337,0.9913451521960466,10860.144245402664,45055.45905495039
Lysed (opt_HBS),15.0,0.7900930957733068,2.2146246414846216,0.0015740117907852825,1.26567363434716,0.9911203415134965,12006.804188347713,50149.095130070484
Lysed (opt_HBS),17.5,0.7783270892169121,2.249202120884603,0.0012888715519548926,1.284806881135432,0.9910880382247622,11516.042514336,48826.43919736135
Lysed (opt_HBS),20.0,0.7854631421820556,2.2254833478768137,0.0014677801414445385,1.273134213811676,0.9909898981358206,12170.801018746006,51133.70851531648
Lysed (opt_HBS),22.5,0.7883650914075596,2.2167392238189536,0.0015423463576523422,1.2684478433901532,0.9907161246274931,12974.232754181388,54308.55393705479
Lysed (opt_HBS),25.0,0.7785132826782571,2.2506207244467933,0.0012855192378410265,1.2844995997496405,0.992040795453612,12016.139708579589,50934.597932480596
Lysed (opt_HBS),27.5,0.7820868723828868,2.235066832344894,0.0013873171222485037,1.278630335467937,0.9910472938627699,13060.073823038563,55106.7216928398
Lysed (opt_HBS),30.0,0.7715233856389507,2.2666792178123174,0.0011536477349744034,1.2961369915855918,0.9919939533831159,11937.068738263984,51057.85199712086
Intact (FuGENE_DPBS),0.0,1.0084489175173315,2.084542587376562,0.008568839026359456,0.991621868623617,0.9917286231899928,111237.15074184709,364007.1312206913
Intact (FuGENE_DPBS),2.5,1.0210562116396595,1.9727084854721073,0.011694258522168734,0.9793780093596939,0.9903684315417436,104645.85940197014,338209.9164471585
Intact (FuGENE_DPBS),5.0,1.0215815950126161,1.9079665126923455,0.01356252516528463,0.9788743306281378,0.9906808855541911,90695.44800443921,292972.1716560029
Intact (FuGENE_DPBS),7.5,1.0099694959339818,1.8959801152151714,0.013265855668541805,0.9901289138195581,0.9904638659793829,81033.10787916598,264769.6361898116
Intact (FuGENE_DPBS),10.0,1.0181809392416379,1.8228248081963745,0.01620780076100486,0.9821437049733229,0.9897294479587764,74013.32616114516,239882.68383191002
Intact (FuGENE_DPBS),12.5,1.0068980424495537,1.820162966305304,0.015570644155455018,0.9931492145592296,0.9879656404478943,68147.46623603096,223345.988469502
Intact (FuGENE_DPBS),15.0,1.0161472810882866,1.757974419989099,0.018619199526947725,0.9841093103442712,0.9872858897733773,66011.41396049087,214376.07532277924
Intact (FuGENE_DPBS),17.5,1.005141192564068,1.7665001087085908,0.01747975557463955,0.9948851041006954,0.9850395927831257,61514.74415455858,201960.33871838765
Intact (FuGENE_DPBS),20.0,1.0043154600750128,1.746246027879828,0.018249772131933694,0.995703083098322,0.9865575250482542,56807.272304630314,186658.48138121687
