Time,Vmax_kdeg=0.05
1,0.4717150106151154
4,0.45561224637848746
7,0.4420316280803702
10,0.430579685257469
13,0.42016725350124634
16,0.4109194845251425
19,0.4023232004994311
22,0.39462826449705873
25,0.38744724104079203
28,0.3810526963176163
